candidate_id,mask_index,selection_rule,area,sam_score,area_ratio,tile_id,bbox_xyxy,bbox_center,bbox_w,bbox_h,bbox_source,local_bbox_xyxy,local_mask_width,local_mask_height,actual_local_mask_area,tile_box_xyxy,mask_file,mask_file_url,upscaled_mask_file,upscaled_mask_file_url
10,76,target_split36_tile_local_area_in_clean_q25_q75,42.0,0.9684690237045288,0.0011531175356230953,r0_c2,"[444, 31, 451, 39]","[447, 35]",7,8,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[17, 31, 24, 39]",213,171,42,"[427, 0, 640, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c2_mask_0076.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c2_mask_0076.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c2_mask_0076_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c2_mask_0076_upscaled.png
11,114,target_split36_tile_local_area_in_clean_q25_q75,43.0,0.9625363945960999,0.0011805727150426928,r0_c2,"[592, 35, 599, 42]","[595, 38]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[165, 35, 172, 42]",213,171,43,"[427, 0, 640, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c2_mask_0114.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c2_mask_0114.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c2_mask_0114_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c2_mask_0114_upscaled.png
12,30,target_split36_tile_local_area_in_clean_q25_q75,38.0,0.9753317832946777,0.0010432968179447052,r0_c2,"[514, 38, 521, 45]","[517, 41]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[87, 38, 94, 45]",213,171,38,"[427, 0, 640, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c2_mask_0030.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c2_mask_0030.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c2_mask_0030_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c2_mask_0030_upscaled.png
13,285,target_split36_tile_local_area_in_clean_q25_q75,40.0,0.9300380349159241,0.0010982071767839004,r0_c3,"[837, 41, 844, 48]","[840, 44]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[197, 41, 204, 48]",213,171,40,"[640, 0, 853, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c3_mask_0285.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c3_mask_0285.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c3_mask_0285_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c3_mask_0285_upscaled.png
14,28,target_split36_tile_local_area_in_clean_q25_q75,41.0,0.9760048389434814,0.0011256623562034978,r0_c2,"[509, 43, 516, 50]","[512, 46]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[82, 43, 89, 50]",213,171,41,"[427, 0, 640, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c2_mask_0028.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c2_mask_0028.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c2_mask_0028_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c2_mask_0028_upscaled.png
15,114,target_split36_tile_local_area_in_clean_q25_q75,39.0,0.9615668654441833,0.0010707519973643027,r0_c5,"[1195, 45, 1202, 52]","[1198, 48]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[128, 45, 135, 52]",213,171,39,"[1067, 0, 1280, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c5_mask_0114.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c5_mask_0114.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c5_mask_0114_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c5_mask_0114_upscaled.png
16,128,target_split36_tile_local_area_in_clean_q25_q75,41.0,0.9530362486839294,0.0011204022517352571,r0_c1,"[261, 49, 268, 56]","[264, 52]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[48, 49, 55, 56]",214,171,41,"[213, 0, 427, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c1_mask_0128.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c1_mask_0128.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c1_mask_0128_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c1_mask_0128_upscaled.png
17,4,target_split36_tile_local_area_in_clean_q25_q75,45.0,0.9829229712486267,0.0012297097884899164,r0_c4,"[881, 49, 888, 57]","[884, 53]",7,8,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[28, 49, 35, 57]",214,171,45,"[853, 0, 1067, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c4_mask_0004.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c4_mask_0004.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c4_mask_0004_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c4_mask_0004_upscaled.png
18,238,target_split36_tile_local_area_in_clean_q25_q75,37.0,0.9407389163970947,0.0010158416385251078,r0_c3,"[710, 53, 717, 60]","[713, 56]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[70, 53, 77, 60]",213,171,37,"[640, 0, 853, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c3_mask_0238.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c3_mask_0238.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c3_mask_0238_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c3_mask_0238_upscaled.png
19,115,target_split36_tile_local_area_in_clean_q25_q75,38.0,0.9560494422912598,0.0010432968179447052,r0_c0,"[78, 56, 86, 62]","[82, 59]",8,6,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[78, 56, 86, 62]",213,171,38,"[0, 0, 213, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c0_mask_0115.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c0_mask_0115.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c0_mask_0115_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c0_mask_0115_upscaled.png
20,62,target_split36_tile_local_area_in_clean_q25_q75,41.0,0.9655911922454834,0.0011204022517352571,r0_c1,"[329, 57, 336, 65]","[332, 61]",7,8,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[116, 57, 123, 65]",214,171,41,"[213, 0, 427, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c1_mask_0062.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c1_mask_0062.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c1_mask_0062_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c1_mask_0062_upscaled.png
21,112,target_split36_tile_local_area_in_clean_q25_q75,40.0,0.9630423784255981,0.0010930753675465923,r0_c4,"[1033, 60, 1040, 67]","[1036, 63]",7,7,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[180, 60, 187, 67]",214,171,40,"[853, 0, 1067, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c4_mask_0112.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c4_mask_0112.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c4_mask_0112_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c4_mask_0112_upscaled.png
22,147,target_split36_tile_local_area_in_clean_q25_q75,48.0,0.9562388062477112,0.0013178486121406803,r0_c3,"[772, 62, 780, 70]","[776, 66]",8,8,tile_local_mask_bbox_mapped_to_original_box_xyxy,"[132, 62, 140, 70]",213,171,48,"[640, 0, 853, 171]",/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c3_mask_0147.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_masks/r0_c3_mask_0147.png,/mnt/csip-500/share/kongjiawei/Sa2VA-main/sam_ball_segmentation_project/demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c3_mask_0147_upscaled.png,../demo/a86387bac9e4ab20fe9391a400b9e219_sam_auto_split36_upscale/a86387bac9e4ab20fe9391a400b9e219_sam_auto_upscaled_masks/r0_c3_mask_0147_upscaled.png
